City,month_period,PM2_5_ugm3
Guwahati,2022-12,40.159408602150535
Guwahati,2023-01,54.45443548387097
Guwahati,2023-02,50.27544642857143
Guwahati,2023-03,42.59529569892473
Guwahati,2023-04,41.42236111111111
Guwahati,2023-05,28.979973118279567
Guwahati,2023-06,24.330972222222222
Guwahati,2023-07,13.81505376344086
Guwahati,2023-08,20.431048387096777
Guwahati,2023-09,18.5575
Guwahati,2023-10,19.91518817204301
Guwahati,2023-11,16.767083333333332
Guwahati,2023-12,20.498655913978496
Guwahati,2024-01,32.9744623655914
Guwahati,2024-02,43.31925287356322
Guwahati,2024-03,40.31975806451613
Guwahati,2024-04,42.212916666666665
Guwahati,2024-05,33.08091397849462
Guwahati,2024-06,23.61472222222222
Guwahati,2024-07,13.540456989247312
Guwahati,2024-08,13.509408602150538
Guwahati,2024-09,14.931666666666665
Guwahati,2024-10,28.05994623655914
Guwahati,2024-11,24.022916666666667
Guwahati,2024-12,36.83844086021505
Guwahati,2025-01,58.14704301075269
Guwahati,2025-02,61.31741071428572
Guwahati,2025-03,54.65712365591398
Guwahati,2025-04,40.84166666666667
Guwahati,2025-05,29.429569892473115
Guwahati,2025-06,22.438333333333333
Guwahati,2025-07,14.924731182795698
Guwahati,2025-08,15.312903225806451
Guwahati,2025-09,16.331666666666667
Guwahati,2025-10,20.886290322580646
Guwahati,2025-11,25.60176282051282
Hyderabad,2022-08,11.534413580246914
Hyderabad,2022-09,17.579583333333332
Hyderabad,2022-10,29.751344086021504
Hyderabad,2022-11,51.816388888888895
Hyderabad,2022-12,42.67728494623656
Hyderabad,2023-01,40.33709677419355
Hyderabad,2023-02,38.03556547619048
Hyderabad,2023-03,33.01854838709677
Hyderabad,2023-04,32.99347222222222
Hyderabad,2023-05,28.960349462365592
Hyderabad,2023-06,16.499166666666667
Hyderabad,2023-07,6.86236559139785
Hyderabad,2023-08,15.279301075268815
Hyderabad,2023-09,17.91138888888889
Hyderabad,2023-10,40.15887096774193
Hyderabad,2023-11,33.31375
Hyderabad,2023-12,39.17379032258064
Hyderabad,2024-01,38.23145161290323
Hyderabad,2024-02,23.978017241379312
Hyderabad,2024-03,27.8622311827957
Hyderabad,2024-04,29.285
Hyderabad,2024-05,23.505645161290325
Hyderabad,2024-06,16.191111111111113
Hyderabad,2024-07,7.140994623655914
Hyderabad,2024-08,13.218413978494624
Hyderabad,2024-09,16.27027777777778
Hyderabad,2024-10,28.602688172043013
Hyderabad,2024-11,53.14666666666666
Hyderabad,2024-12,34.61075268817204
Hyderabad,2025-01,43.13938172043011
Hyderabad,2025-02,34.01279761904762
Hyderabad,2025-03,30.068682795698923
Hyderabad,2025-04,31.631111111111114
Hyderabad,2025-05,27.099462365591396
Hyderabad,2025-06,18.076527777777777
Hyderabad,2025-07,11.120430107526882
Hyderabad,2025-08,14.348252688172044
Hyderabad,2025-09,16.01263888888889
Hyderabad,2025-10,23.220026881720432
Hyderabad,2025-11,39.391987179487174
Imphal,2022-08,10.821604938271605
Imphal,2022-09,13.740555555555556
Imphal,2022-10,15.631048387096774
Imphal,2022-11,18.959583333333335
Imphal,2022-12,24.861155913978497
Imphal,2023-01,32.50456989247312
Imphal,2023-02,32.23735119047619
Imphal,2023-03,32.07795698924731
Imphal,2023-04,23.448472222222225
Imphal,2023-05,21.13266129032258
Imphal,2023-06,17.28847222222222
Imphal,2023-07,10.36021505376344
Imphal,2023-08,11.633198924731182
Imphal,2023-09,12.093055555555555
Imphal,2023-10,14.73252688172043
Imphal,2023-11,12.368333333333334
Imphal,2023-12,14.844220430107528
Imphal,2024-01,20.318951612903223
Imphal,2024-02,25.102586206896554
Imphal,2024-03,30.666801075268815
Imphal,2024-04,27.64111111111111
Imphal,2024-05,22.01505376344086
Imphal,2024-06,16.54222222222222
Imphal,2024-07,8.095161290322581
Imphal,2024-08,10.023790322580645
Imphal,2024-09,11.10875
Imphal,2024-10,17.986424731182794
Imphal,2024-11,16.380416666666665
Imphal,2024-12,31.023790322580645
Imphal,2025-01,40.351344086021506
Imphal,2025-02,45.984375
Imphal,2025-03,60.133736559139784
Imphal,2025-04,42.87111111111111
Imphal,2025-05,30.229032258064517
Imphal,2025-06,20.413194444444443
Imphal,2025-07,13.431586021505376
Imphal,2025-08,14.44274193548387
Imphal,2025-09,16.283611111111114
Imphal,2025-10,18.29932795698925
Imphal,2025-11,18.216826923076923
Itanagar,2022-08,10.023765432098765
Itanagar,2022-09,9.188055555555556
Itanagar,2022-10,8.54529569892473
Itanagar,2022-11,9.167361111111111
Itanagar,2022-12,12.21236559139785
Itanagar,2023-01,21.06236559139785
Itanagar,2023-02,23.058333333333334
Itanagar,2023-03,23.24274193548387
Itanagar,2023-04,24.084027777777777
Itanagar,2023-05,17.982795698924733
Itanagar,2023-06,14.217777777777776
Itanagar,2023-07,10.25
Itanagar,2023-08,15.309005376344086
Itanagar,2023-09,13.308472222222223
Itanagar,2023-10,10.82970430107527
Itanagar,2023-11,7.474166666666666
Itanagar,2023-12,7.889516129032258
Itanagar,2024-01,13.14247311827957
Itanagar,2024-02,23.80862068965517
Itanagar,2024-03,28.511693548387097
Itanagar,2024-04,30.179722222222225
Itanagar,2024-05,21.186021505376342
Itanagar,2024-06,18.915555555555557
Itanagar,2024-07,11.17970430107527
Itanagar,2024-08,12.531720430107528
Itanagar,2024-09,11.139444444444443
