Season,low_wind,PM2_5_ugm3
Monsoon,False,21.816575210753275
Monsoon,True,21.66987793851718
Post_Monsoon,False,43.16521430195544
Post_Monsoon,True,36.2786543715847
Summer,False,33.76895767494751
Summer,True,34.12188173035506
Winter,False,51.5059608652163
Winter,True,48.87652684342435
