Season,high_humidity,PM2_5_ugm3
Monsoon,False,27.32927585749353
Monsoon,True,20.34144526644911
Post_Monsoon,False,43.8204763633723
Post_Monsoon,True,38.393010133930844
Summer,False,35.76958584230439
Summer,True,30.69618015727138
Winter,False,42.314785611214184
Winter,True,59.5003919385126
