Season,is_crop_burning,PM2_5_ugm3,event_delta
Monsoon,False,21.772487500339665,0.0011785893014594957
Post_Monsoon,True,40.630247844827586,0.17443913134578548
Summer,False,33.85852802765284,-0.06227255295963124
Winter,False,50.66048691521398,-0.03146704150231157
