event_type,Season,pm25_avg,event_delta,severe_probability
Crop Burning,Post_Monsoon,39.27718082922824,0.1195929332580734,0.0003848522167487685
Festival,Post_Monsoon,41.81418148347701,0.22242955467253356,0.0006285919540229885
None,Monsoon,21.772487500339665,0.0011785893014594957,6.793293660498357e-05
None,Summer,33.85852802765284,-0.06227255295963124,0.0011973180076628352
None,Winter,50.66048691521398,-0.03146704150231157,0.002141917970903847
